iter	Logloss
191	0.4076013343
192	0.4075316207
193	0.4074292596
194	0.4074230003
195	0.4073957602
196	0.4072909387
197	0.407219305
198	0.4071491432
199	0.4070646954
200	0.4069035784
201	0.4067990653
202	0.4067118549
203	0.4066356532
204	0.4065069962
205	0.4063866202
206	0.4062794145
207	0.4061453533
208	0.4060587215
209	0.4059602197
210	0.4058945592
211	0.4057834466
212	0.4057056872
213	0.4056326199
214	0.4055797863
215	0.405510114
216	0.4053394413
217	0.4052854792
218	0.4052074369
219	0.4051138941
220	0.4050055695
221	0.4048839156
222	0.4047958692
223	0.4046814473
224	0.4045351378
225	0.4044049962
226	0.404323314
227	0.4041924286
228	0.4040734227
229	0.4039113967
230	0.4038589064
231	0.4037699922
232	0.4036893304
233	0.403602225
234	0.4035396258
235	0.4034452407
236	0.4033502388
237	0.4032284673
238	0.4031301212
239	0.4030554485
240	0.4029711374
241	0.4028112507
242	0.4027561442
243	0.4027126821
244	0.4026057498
245	0.4024926853
246	0.4024093533
247	0.4023072497
248	0.4022405942
249	0.402149477
250	0.4020698293
251	0.4019898637
252	0.4018811385
253	0.4017691358
254	0.401668752
255	0.4015491358
256	0.4014353148
257	0.4013687992
258	0.4012852605
259	0.4011491585
260	0.4010055923
261	0.4008993626
262	0.4007976691
263	0.4006830152
264	0.4005742613
265	0.4004911137
266	0.4004205863
267	0.4003089841
268	0.4002388763
269	0.4001469771
270	0.400054493
271	0.399954195
272	0.3998371379
273	0.3997421137
274	0.399702336
275	0.3995558325
276	0.3995270443
277	0.3994522222
278	0.3993125661
279	0.3992020067
280	0.3991101774
281	0.3990450128
282	0.3989359919
283	0.3987713051
284	0.3986405023
285	0.3985583115
286	0.3984394201
287	0.3983435186
288	0.3982492447
289	0.3981250763
290	0.3980588182
291	0.3979400508
292	0.397827247
293	0.3976935546
294	0.3975601196
295	0.3975202783
296	0.3974827512
297	0.3973507659
298	0.3971930885
299	0.3971345234
300	0.3970266406
301	0.3968902334
302	0.3967595482
303	0.3966856257
304	0.3965429306
305	0.396430645
306	0.3963534578
307	0.3962266795
308	0.3961319701
309	0.39600214
310	0.3958646838
311	0.3957760684
312	0.3956828181
313	0.3955564817
314	0.3954825274
315	0.3953638268
316	0.395238301
317	0.3950560633
318	0.3949132061
319	0.3948407364
320	0.3947491201
321	0.3945670827
322	0.394468743
323	0.3943180911
324	0.3941851584
325	0.3941261737
326	0.3940211709
327	0.3939334265
328	0.393812685
329	0.3936872323
330	0.3936275546
331	0.3934916337
332	0.3933653132
333	0.3931874784
334	0.3931049569
335	0.3929459826
336	0.3928506565
337	0.3927824338
338	0.3926344744
339	0.3925273546
340	0.3924239063
341	0.3923210049
342	0.3921929359
343	0.3921186574
344	0.3920259126
345	0.3919086679
346	0.3918122037
347	0.3916795985
348	0.3915835635
349	0.3914656067
350	0.3913004176
351	0.3911717542
352	0.3910810216
353	0.3909738954
354	0.3908352121
355	0.3907131386
356	0.3905470181
357	0.3904139169
358	0.39022041
359	0.3901001898
360	0.3899731127
361	0.3899011294
362	0.3898109404
363	0.3897018337
364	0.389610068
365	0.3895002015
366	0.3894339498
367	0.3893042119
368	0.3891780027
369	0.3890838718
370	0.3889807002
371	0.3889556599
372	0.3888755639
373	0.3887558047
374	0.3886444346
375	0.3885555617
376	0.3884085782
377	0.3883313497
378	0.3882316939
379	0.3881042449
380	0.3880432097
381	0.3879607232
382	0.3878394858
383	0.387768116
384	0.3876822122
385	0.3875741514
386	0.3874247519
387	0.387387441
388	0.3872778734
389	0.3871968937
390	0.3870743211
391	0.3869839986
392	0.3868754069
393	0.3867654959
394	0.3866438071
395	0.3865460714
396	0.3864692052
397	0.3863555463
398	0.3862540817
399	0.3862100506
400	0.3860752837
401	0.3859215736
402	0.3858569527
403	0.3857777627
404	0.3857323265
405	0.3856636238
406	0.3855464586
407	0.3853645929
408	0.3852544785
409	0.3851402601
410	0.3850710424
411	0.3849779733
412	0.3848825868
413	0.384767863
414	0.3846823915
415	0.3846103732
416	0.384527874
417	0.3843710613
418	0.3842670536
419	0.384173673
420	0.3840990702
421	0.3840028858
422	0.3838576444
423	0.3837518565
424	0.383685077
425	0.3836227767
426	0.3835300573
427	0.3834202385
428	0.3832794221
429	0.3832006137
430	0.3830489763
431	0.38296175
432	0.3828787136
433	0.382740949
434	0.3826405557
435	0.3825235049
436	0.3824573739
437	0.3823714987
438	0.3822448762
439	0.3821628221
440	0.3820944881
441	0.381976525
442	0.3818922488
443	0.3818102709
444	0.3817239698
445	0.3816589769
446	0.3816045634
447	0.3814730199
448	0.3814089712
449	0.3812495486
450	0.3811708609
451	0.3810951583
452	0.3809487693
453	0.3808635139
454	0.3807737033
455	0.380709041
456	0.380622406
457	0.3805876446
458	0.3804958344
459	0.380420723
460	0.3803328323
461	0.3802683989
462	0.3801230303
463	0.3800176398
464	0.3798730755
465	0.379790109
466	0.3796950722
467	0.3795337391
468	0.3794222132
469	0.379245224
470	0.379134442
471	0.3790506554
472	0.3789333884
473	0.3787825966
474	0.3786761284
475	0.378519872
476	0.378452673
477	0.3783570035
478	0.3782732964
479	0.3781833585
480	0.378147157
481	0.3780900447
482	0.3780247879
483	0.377994833
484	0.3778976885
485	0.377802248
486	0.3777501297
487	0.3776354186
488	0.3775344149
489	0.3774647363
490	0.377373991
491	0.3772841676
492	0.3771838125
493	0.3771051311
494	0.3770027097
495	0.3769394175
496	0.3768214417
497	0.3767105643
498	0.3766317209
499	0.376592315
500	0.3765363566
501	0.3764772511
502	0.3764260896
503	0.3763095125
504	0.376238327
505	0.376179018
506	0.3761064466
507	0.376021417
508	0.375912803
509	0.3758187167
510	0.375733846
511	0.375644509
512	0.3755754757
513	0.3755175273
514	0.3754465326
515	0.375376339
516	0.3752157561
517	0.3751385053
518	0.3750759061
519	0.3749687799
520	0.374813989
521	0.3747026857
522	0.374658645
523	0.3746349589
524	0.37457558
525	0.3744947624
526	0.3743927828
527	0.3743315601
528	0.3741888905
529	0.3740547403
530	0.3740147368
531	0.3739339542
532	0.3738755035
533	0.3737931951
534	0.3737473838
535	0.3736620331
536	0.3735928472
537	0.3735194429
538	0.3734100691
539	0.3733579413
540	0.373248593
541	0.3731700993
542	0.3730830129
543	0.3729644299
544	0.3728552691
545	0.3727473195
546	0.3726427046
547	0.3725375398
548	0.3724418513
549	0.3723356215
550	0.3721852525
551	0.372049373
552	0.3719155852
553	0.3718593661
554	0.3717782561
555	0.3716703733
556	0.3715983041
557	0.3714871534
558	0.3714197127
559	0.3713182418
560	0.3712577375
561	0.3711749585
562	0.371050024
563	0.3709998608
564	0.3709308974
565	0.3708600839
566	0.3707769108
567	0.3706507492
568	0.3705693499
569	0.3704720275
570	0.3704168638
571	0.3703119691
572	0.3702416674
573	0.3701388137
574	0.3699966971
575	0.369889485
576	0.3697870032
577	0.3697318014
578	0.3696227455
579	0.3694770527
580	0.3693890603
581	0.3692759768
582	0.3692249298
583	0.3691496944
584	0.3690045293
585	0.3689014721
586	0.3687710317
587	0.3686523978
588	0.3685150401
589	0.368409729
590	0.368325688
591	0.3682684994
592	0.3682016118
593	0.3681396389
594	0.3680898762
595	0.3680141671
596	0.3679225636
597	0.3678810914
598	0.367790254
599	0.3676796977
600	0.3676342742
601	0.3675646146
602	0.3675475852
603	0.3674369113
604	0.3673036544
605	0.3671367995
606	0.3670601241
607	0.3670028782
608	0.3669152514
609	0.3668159135
610	0.366661857
611	0.3666549333
612	0.3665622075
613	0.3665288639
614	0.3664122581
615	0.3663388602
616	0.3662699286
617	0.3661620013
618	0.3660796038
619	0.3659967709
620	0.3659195836
621	0.365835139
622	0.3657315191
623	0.3656548119
624	0.3656094424
625	0.365519708
626	0.3654399459
627	0.3653797499
628	0.3653084596
629	0.3652029832
630	0.3650716877
631	0.3649902534
632	0.3649183432
633	0.3648610878
634	0.3647507572
635	0.3646657753
636	0.3645559661
637	0.3644675922
638	0.3644607417
639	0.364341383
640	0.36422966
641	0.3641343625
642	0.3640020275
643	0.3639074326
644	0.3637782192
645	0.3636260986
646	0.3635244815
647	0.3635057195
648	0.3634136804
649	0.3633512847
650	0.3633074029
651	0.3631980578
652	0.3630610625
653	0.3629966927
654	0.3629956532
655	0.3628774834
656	0.3627735933
657	0.3627047761
658	0.3626194032
659	0.3625339603
660	0.3625041993
661	0.3624903075
662	0.3623853175
663	0.3622743924
664	0.362197094
665	0.3620810763
666	0.3619598548
667	0.361904583
668	0.3618961906
669	0.36179684
670	0.3616481241
671	0.3615469138
672	0.3614973291
673	0.3614107895
674	0.3612778759
675	0.3611581039
676	0.3610514641
677	0.3609408092
678	0.3608332284
679	0.3607396952
680	0.3606350772
681	0.3605674871
682	0.3604754384
683	0.3604556815
684	0.360387675
685	0.3602574539
686	0.3601548004
687	0.3600737317
688	0.3599870396
689	0.359883728
690	0.3597715092
691	0.3596683248
692	0.3595780627
693	0.3595155843
694	0.3594271596
695	0.3592946752
696	0.3592055098
697	0.3591436164
698	0.3590650368
699	0.3589524492
700	0.3588616117
701	0.3587688986
702	0.358665247
703	0.3585226154
704	0.3584161186
705	0.3584076564
706	0.3583687782
707	0.3582935111
708	0.3582141368
709	0.3581720575
710	0.3581097698
711	0.3580098311
712	0.3579193083
713	0.3578386752
714	0.3577942308
715	0.3576999505
716	0.3576104736
717	0.3574533749
718	0.3574162261
719	0.3573023097
720	0.3572500324
721	0.3571580442
722	0.3570596727
723	0.3569595496
724	0.3568393135
725	0.3567505805
726	0.3566683706
727	0.3565613429
728	0.3564692561
729	0.3564155324
730	0.3563558356
731	0.3562423166
732	0.3561235809
733	0.3561045106
734	0.3560226917
735	0.3559696007
736	0.3558935388
737	0.3557837423
738	0.355690918
739	0.3556419341
740	0.3556136227
741	0.3555057144
742	0.3554016463
743	0.355314881
744	0.3551998393
745	0.3551198864
746	0.3550560252
747	0.3549733671
748	0.3548906231
749	0.3548173618
750	0.3547384421
751	0.3546146361
752	0.3545273304
753	0.3544086742
754	0.3543528366
755	0.3542186292
756	0.3541820685
757	0.3540652307
758	0.3539741993
759	0.3539081446
760	0.353826402
761	0.3537154452
762	0.3536215687
763	0.3535836538
764	0.353489453
765	0.3534042295
766	0.3533232784
767	0.3532712936
768	0.3532487488
769	0.3531288433
770	0.3530112298
771	0.3528839207
772	0.3527919134
773	0.3526766141
774	0.3525490634
775	0.3524899769
776	0.3523852952
777	0.3522472954
778	0.3521176147
779	0.3520764573
780	0.3519909191
781	0.3518788465
782	0.3517943414
783	0.3516885694
784	0.3515945689
785	0.3514703051
786	0.3513001823
787	0.3512250106
788	0.3511405309
789	0.3511044725
790	0.350996383
791	0.35089022
792	0.3507705816
793	0.3507632542
794	0.3506449064
795	0.3505116463
796	0.3504513041
797	0.3503856818
798	0.3503423055
799	0.350328242
800	0.3502673467
801	0.3502026431
802	0.350157849
803	0.3500604407
804	0.3499790287
805	0.3499066226
806	0.349848992
807	0.349803915
808	0.3497077147
809	0.3496660423
810	0.3495813115
811	0.3494795259
812	0.3493907324
813	0.3493096924
814	0.349266386
815	0.3491674169
816	0.3490679073
817	0.3489566549
818	0.3489330896
819	0.3488308048
820	0.3487912401
821	0.3487217077
822	0.3486390146
823	0.3485419846
824	0.3484747537
825	0.3483867041
826	0.348268741
827	0.3481944974
828	0.3481205336
829	0.3480194155
830	0.3479449209
831	0.3478681787
832	0.3477920532
833	0.3477080568
834	0.3475757885
835	0.3475116221
836	0.3474309222
837	0.3472903474
838	0.3472510592
839	0.3471903578
840	0.3471171093
841	0.3470651881
842	0.3469816558
843	0.3469061089
844	0.3468195756
845	0.3467428048
846	0.3466829077
847	0.3466274039
848	0.3465592766
849	0.3464816538
850	0.3463846938
851	0.3463158671
852	0.3462082291
853	0.3461506335
854	0.3460885493
855	0.3460290146
856	0.3459599654
857	0.3458079274
858	0.3457199478
859	0.3456613223
860	0.3455759176
861	0.3454875978
862	0.3454206498
863	0.3453637822
864	0.3452514044
865	0.3451735465
866	0.3451469167
867	0.3450710392
868	0.3449670124
869	0.3448939514
870	0.3448153051
871	0.3447306252
872	0.3446153895
873	0.3445527649
874	0.3445064449
875	0.3444240475
876	0.3443502172
877	0.3442833296
878	0.344235576
879	0.3441304843
880	0.3440266514
881	0.3440155665
882	0.3439193726
883	0.3438389556
884	0.3437222004
885	0.3436683687
886	0.343603487
887	0.3435820103
888	0.3435079829
889	0.3434020742
890	0.3432891369
891	0.3431996155
892	0.3430994225
893	0.3430166658
894	0.3429225349
895	0.3428098551
896	0.3427348709
897	0.3426130581
898	0.3425222651
899	0.3424865882
900	0.3424046103
901	0.3423513826
902	0.3423077774
903	0.342186629
904	0.3421607685
905	0.3420966339
906	0.3420381228
907	0.3419869486
908	0.3418622557
909	0.3417941443
910	0.3417371368
911	0.3417097823
912	0.3416593393
913	0.3415601762
914	0.3414786084
915	0.3413988717
916	0.3412898763
917	0.341206185
918	0.3411371581
919	0.3410173925
920	0.3409788767
921	0.3409196313
922	0.3408310986
923	0.3407745584
924	0.340693833
925	0.3405874697
926	0.3405109851
927	0.3404421329
928	0.3403507741
929	0.3402640851
930	0.3401630147
931	0.3400706736
932	0.3400074768
933	0.339940087
934	0.3398530801
935	0.3397912375
936	0.3397075176
937	0.3396541405
938	0.339634854
939	0.3395417372
940	0.339466149
941	0.3393868001
942	0.3392656898
943	0.3392466768
944	0.3391376209
945	0.3391169135
946	0.3390558211
947	0.3390264765
948	0.3389319865
949	0.3388570944
950	0.3387593873
951	0.3387144025
952	0.3385930157
953	0.3385279497
954	0.3384710884
955	0.3384242344
956	0.338386879
957	0.3382833767
958	0.3382117144
959	0.3380898825
960	0.3379969819
961	0.3379125086
962	0.3378440571
963	0.3377567863
964	0.3377198346
965	0.3376624107
966	0.3375927162
967	0.337477932
968	0.337424523
969	0.3373700778
970	0.3373642445
971	0.3372811762
972	0.3372138977
973	0.3371487045
974	0.3370840263
975	0.336999162
976	0.3368974304
977	0.3368301868
978	0.3367627589
979	0.3366599496
980	0.3366070684
981	0.3365332921
982	0.3364393075
983	0.3364101569
984	0.3363649686
985	0.3363307603
986	0.3362736193
987	0.3362142181
988	0.3360920238
989	0.3360914358
990	0.3360143566
991	0.3359799989
992	0.3359296195
993	0.3358860143
994	0.3358034865
995	0.3357691701
996	0.3356757673
997	0.3355830638
998	0.3355281766
999	0.3354037698
